Indic Sentence,English Sentence,cleaned_english_text,cleaned_bengali_text,token_english,token_bengali,POS_Tags_eng,POS_Tags_ben,NER_eng,NER_ben,stem_eng,stem_ben
"প্রধানমন্ত্রী জানান, সুপ্রিম কোর্টের এই সিদ্ধান্তের চার মাসের মধ্যেই বাতিল হওয়া কয়লা ব্লকগুলির নিলাম শুরু করা হয়েছে।","The Prime Minister said within four months of the Supreme Court's decision, auction of coal blocks had begun.",the prime minister said within four months of the supreme courts decision auction of coal blocks had begun,প্রধানমন্ত্রী জানান সুপ্রিম কোর্টের এই সিদ্ধান্তের চার মাসের মধ্যেই বাতিল হওয়া কয়লা ব্লকগুলির নিলাম শুরু করা হয়েছে,"['prime', 'minister', 'said', 'within', 'four', 'months', 'supreme', 'courts', 'decision', 'auction', 'coal', 'blocks', 'had', 'begun']","['প্রধানমন্ত্রী', 'জানান', 'সুপ্রিম', 'কোর্টের', 'সিদ্ধান্তের', 'চার', 'মাসের', 'মধ্যেই', 'বাতিল', 'হওয়া', 'কয়লা', 'ব্লকগুলির', 'নিলাম', 'শুরু', 'করা', 'হয়েছে']","[('the', 'NN'), ('prime', 'NN'), ('minister', 'NN'), ('said', 'NNS'), ('within', 'VBP'), ('four', 'JJ'), ('months', 'NN'), ('of', 'IN'), ('the', 'NN'), ('supreme', 'VBZ'), ('courts', 'NN'), ('decision', 'VBD'), ('auction', 'DT'), ('of', 'NN'), ('coal', 'MD'), ('blocks', 'VB'), ('had', 'JJ'), ('begun', 'NN')]","[('প্রধানমন্ত্রী', 'NC'), ('জানান', 'VM'), ('সুপ্রিম', 'JJ'), ('কোর্টের', 'NC'), ('এই', 'DAB'), ('সিদ্ধান্তের', 'NC'), ('চার', 'JQ'), ('মাসের', 'NC'), ('মধ্যেই', 'NST'), ('বাতিল', 'NC'), ('হওয়া', 'NV'), ('কয়লা', 'NC'), ('ব্লকগুলির', 'NC'), ('নিলাম', 'VM'), ('শুরু', 'NC'), ('করা', 'NV'), ('হয়েছে', 'VM')]","[('prime', 'JJ'), ('minister', 'NN'), ('said', 'VBD'), ('within', 'IN'), ('four', 'CD'), ('months', 'NNS'), ('supreme', 'JJ'), ('courts', 'NNS'), ('decision', 'NN'), ('auction', 'NN'), ('coal', 'NN'), ('blocks', 'NNS'), ('had', 'VBD'), ('begun', 'VBN')]","[('প্রধানমন্ত্রী', 'S-PER'), ('জানান', 'O'), ('সুপ্রিম', 'B-ORG'), ('কোর্টের', 'E-ORG'), ('এই', 'O'), ('সিদ্ধান্তের', 'O'), ('চার', 'O'), ('মাসের', 'O'), ('মধ্যেই', 'O'), ('বাতিল', 'O'), ('হওয়া', 'O'), ('কয়লা', 'O'), ('ব্লকগুলির', 'O'), ('নিলাম', 'O'), ('শুরু', 'O'), ('করা', 'O'), ('হয়েছে', 'O')]","['prime', 'minist', 'said', 'within', 'four', 'month', 'supreme', 'court', 'decision', 'auction', 'coal', 'block', 'had', 'begun']","['প্রধানমন্ত্রী', 'জানান', 'সুপ্রিম', 'কোর্ট', 'সিদ্ধান্ত', 'চা', 'মাস', 'মধ্যেই', 'বাতিল', 'হওয়া', 'কয়লা', 'ব্লকগুলি', 'নিলাম', 'শুরু', 'ক', 'হয়']"
"সিলভার নাইট্রেট পানিতে অত্যন্ত দ্রবণীয় তবে অ্যাসিটোনাইট্রাইল বাদে বেশিরভাগ জৈব দ্রাবকগুলিতে খুব কম দ্রবণীয় (111.8) জি / 100 g, 25 ° C)","Silver Nitrate is highly soluble in water but is poorly soluble in most organic solvents, except acetonitrile (111.8 g/100 g, 25°C).",silver nitrate is highly soluble in water but is poorly soluble in most organic solvents except acetonitrile g g c,সিলভার নাইট্রেট পানিতে অত্যন্ত দ্রবণীয় তবে অ্যাসিটোনাইট্রাইল বাদে বেশিরভাগ জৈব দ্রাবকগুলিতে খুব কম দ্রবণীয় জি,"['silver', 'nitrate', 'highly', 'soluble', 'water', 'but', 'poorly', 'soluble', 'most', 'organic', 'solvents', 'except', 'acetonitrile', 'g', 'g', 'c']","['সিলভার', 'নাইট্রেট', 'পানিতে', 'অত্যন্ত', 'দ্রবণীয়', 'তবে', 'অ্যাসিটোনাইট্রাইল', 'বাদে', 'বেশিরভাগ', 'জৈব', 'দ্রাবকগুলিতে', 'খুব', 'কম', 'দ্রবণীয়', 'জি']","[('silver', 'NNS'), ('nitrate', 'JJ'), ('is', 'NNS'), ('highly', 'JJ'), ('soluble', 'NNS'), ('in', 'VBP'), ('water', 'JJ'), ('but', 'NN'), ('is', 'NN'), ('poorly', 'NN'), ('soluble', 'VBZ'), ('in', 'JJ'), ('most', 'NN'), ('organic', 'IN'), ('solvents', 'NNS'), ('except', 'VBP'), ('acetonitrile', 'DT'), ('g', 'JJ'), ('g', 'NN'), ('c', 'NN')]","[('সিলভার', 'NC'), ('নাইট্রেট', 'NC'), ('পানিতে', 'NC'), ('অত্যন্ত', 'JQ'), ('দ্রবণীয়', 'NC'), ('তবে', 'CSB'), ('অ্যাসিটোনাইট্রাইল', 'JJ'), ('বাদে', 'NC'), ('বেশিরভাগ', 'NC'), ('জৈব', 'JJ'), ('দ্রাবকগুলিতে', 'NC'), ('খুব', 'JQ'), ('কম', 'JJ'), ('দ্রবণীয়', 'NC'), ('জি', 'NC')]","[('silver', 'RB'), ('nitrate', 'JJ'), ('highly', 'RB'), ('soluble', 'JJ'), ('water', 'NN'), ('but', 'CC'), ('poorly', 'RB'), ('soluble', 'JJ'), ('most', 'RBS'), ('organic', 'JJ'), ('solvents', 'NNS'), ('except', 'IN'), ('acetonitrile', 'JJ'), ('g', 'NN'), ('g', 'NN'), ('c', 'NN')]","[('সিলভার', 'O'), ('নাইট্রেট', 'O'), ('পানিতে', 'O'), ('অত্যন্ত', 'O'), ('দ্রবণীয়', 'O'), ('তবে', 'O'), ('অ্যাসিটোনাইট্রাইল', 'O'), ('বাদে', 'O'), ('বেশিরভাগ', 'O'), ('জৈব', 'O'), ('দ্রাবকগুলিতে', 'O'), ('খুব', 'O'), ('কম', 'O'), ('দ্রবণীয়', 'O'), ('জি', 'O')]","['silv', 'nitrate', 'high', 'soluble', 'wat', 'but', 'poor', 'soluble', 'most', 'organic', 'solve', 'except', 'acetonitrile', 'g', 'g', 'c']","['সিলভা', 'নাইট্রেট', 'পানিত', 'অত্যন্ত', 'দ্রবণীয়', 'তব', 'অ্যাসিটোনাইট্রাইল', 'বাদ', 'বেশিরভাগ', 'জৈব', 'দ্রাবকগুলিত', 'খুব', 'কম', 'দ্রবণীয়', 'জি']"
"সুতরাং, ধরুন গাড়ি গড়ে প্রায় 30 কিলোমিটার (kilometer) প্রতি ঘন্টায় চলছে।","So, letís say the vehicle is running at about say on average about 30 kilometers an hour.",so lets say the vehicle is running at about say on average about kilometers an hour,সুতরাং ধরুন গাড়ি গড়ে প্রায় কিলোমিটার প্রতি ঘন্টায় চলছে,"['so', 'lets', 'say', 'vehicle', 'running', 'about', 'say', 'average', 'about', 'kilometers', 'hour']","['সুতরাং', 'ধরুন', 'গাড়ি', 'গড়ে', 'প্রায়', 'কিলোমিটার', 'প্রতি', 'ঘন্টায়', 'চলছে']","[('so', 'NNS'), ('lets', 'VBP'), ('say', 'NNS'), ('the', 'VBP'), ('vehicle', 'JJ'), ('is', 'NNS'), ('running', 'VBP'), ('at', 'DT'), ('about', 'DT'), ('say', 'NNS'), ('on', 'VBP'), ('average', 'DT'), ('about', 'DT'), ('kilometers', 'NN'), ('an', 'DT'), ('hour', 'NN')]","[('সুতরাং', 'CSB'), ('ধরুন', 'JJ'), ('গাড়ি', 'NC'), ('গড়ে', 'VM'), ('প্রায়', 'NC'), ('কিলোমিটার', 'NC'), ('প্রতি', 'JQ'), ('ঘন্টায়', 'NC'), ('চলছে', 'VM')]","[('so', 'RB'), ('lets', 'NNS'), ('say', 'VBP'), ('vehicle', 'NN'), ('running', 'VBG'), ('about', 'IN'), ('say', 'JJ'), ('average', 'NN'), ('about', 'IN'), ('kilometers', 'NNS'), ('hour', 'NN')]","[('সুতরাং', 'O'), ('ধরুন', 'O'), ('গাড়ি', 'O'), ('গড়ে', 'O'), ('প্রায়', 'O'), ('কিলোমিটার', 'O'), ('প্রতি', 'O'), ('ঘন্টায়', 'O'), ('চলছে', 'O')]","['so', 'let', 'say', 'vehicle', 'runn', 'about', 'say', 'average', 'about', 'kilomet', 'hour']","['সুতরাং', 'ধরুন', 'গাড়ি', 'গড়', 'প্রায়', 'কিলোমিটা', 'প্রতি', 'ঘন্টায়', 'চল']"
তনুজা চন্দ্র একজন ভারতীয় চলচ্চিত্র পরিচালক এবং লেখক।,Tanuja Chandra is an Indian film director and writer.,tanuja chandra is an indian film director and writer,তনুজা চন্দ্র একজন ভারতীয় চলচ্চিত্র পরিচালক এবং লেখক,"['tanuja', 'chandra', 'indian', 'film', 'director', 'writer']","['তনুজা', 'চন্দ্র', 'একজন', 'ভারতীয়', 'চলচ্চিত্র', 'পরিচালক', 'লেখক']","[('tanuja', 'NN'), ('chandra', 'MD'), ('is', 'VB'), ('an', 'DT'), ('indian', 'JJ'), ('film', 'NN'), ('director', 'VBD'), ('and', 'DT'), ('writer', 'NN')]","[('তনুজা', 'NC'), ('চন্দ্র', 'NC'), ('একজন', 'JQ'), ('ভারতীয়', 'JJ'), ('চলচ্চিত্র', 'NC'), ('পরিচালক', 'JJ'), ('এবং', 'CCD'), ('লেখক', 'NC')]","[('tanuja', 'NN'), ('chandra', 'NN'), ('indian', 'JJ'), ('film', 'NN'), ('director', 'NN'), ('writer', 'NN')]","[('তনুজা', 'B-PER'), ('চন্দ্র', 'E-PER'), ('একজন', 'O'), ('ভারতীয়', 'S-LOC'), ('চলচ্চিত্র', 'O'), ('পরিচালক', 'O'), ('এবং', 'O'), ('লেখক', 'S-PER')]","['tanuja', 'chandra', 'indian', 'film', 'director', 'writ']","['তনুজা', 'চন্দ্', 'একজন', 'ভারতীয়', 'চলচ্চিত্', 'পরিচালক', 'লেখক']"
থিরায়াট্টম হল ভারতের কেরল রাজ্যের দক্ষিণ মালাবার অঞ্চলের একটি আচারমূলক আনুষ্ঠানিক সম্পাদন।,"Thirayattam is a ritual performing ethnic art form of the South Malabar region in Kerala state, India.",thirayattam is a ritual performing ethnic art form of the south malabar region in kerala state india,থিরায়াট্টম হল ভারতের কেরল রাজ্যের দক্ষিণ মালাবার অঞ্চলের একটি আচারমূলক আনুষ্ঠানিক সম্পাদন,"['thirayattam', 'a', 'ritual', 'performing', 'ethnic', 'art', 'form', 'south', 'malabar', 'region', 'kerala', 'state', 'india']","['থিরায়াট্টম', 'হল', 'ভারতের', 'কেরল', 'রাজ্যের', 'দক্ষিণ', 'মালাবার', 'অঞ্চলের', 'আচারমূলক', 'আনুষ্ঠানিক', 'সম্পাদন']","[('thirayattam', 'NN'), ('is', 'NNS'), ('a', 'DT'), ('ritual', 'NN'), ('performing', 'MD'), ('ethnic', 'VB'), ('art', 'DT'), ('form', 'JJ'), ('of', 'NN'), ('the', 'NN'), ('south', 'VBZ'), ('malabar', 'JJ'), ('region', 'NN'), ('in', 'NNS'), ('kerala', 'VBP'), ('state', 'NNS'), ('india', 'VBP')]","[('থিরায়াট্টম', 'NC'), ('হল', 'VM'), ('ভারতের', 'NP'), ('কেরল', 'NP'), ('রাজ্যের', 'NC'), ('দক্ষিণ', 'JJ'), ('মালাবার', 'NC'), ('অঞ্চলের', 'NC'), ('একটি', 'JQ'), ('আচারমূলক', 'JJ'), ('আনুষ্ঠানিক', 'JJ'), ('সম্পাদন', 'NC')]","[('thirayattam', 'VB'), ('a', 'DT'), ('ritual', 'JJ'), ('performing', 'NN'), ('ethnic', 'JJ'), ('art', 'NN'), ('form', 'NN'), ('south', 'JJ'), ('malabar', 'JJ'), ('region', 'NN'), ('kerala', 'NN'), ('state', 'NN'), ('india', 'NN')]","[('থিরায়াট্টম', 'O'), ('হল', 'O'), ('ভারতের', 'S-LOC'), ('কেরল', 'B-LOC'), ('রাজ্যের', 'E-LOC'), ('দক্ষিণ', 'B-LOC'), ('মালাবার', 'E-LOC'), ('অঞ্চলের', 'O'), ('একটি', 'O'), ('আচারমূলক', 'O'), ('আনুষ্ঠানিক', 'O'), ('সম্পাদন', 'O')]","['thirayattam', 'a', 'ritual', 'perform', 'ethnic', 'art', 'form', 'south', 'malabar', 'region', 'kerala', 'state', 'india']","['থিরায়াট্টম', 'হল', 'ভারত', 'কেরল', 'রাজ্য', 'দক্ষিণ', 'মালাবা', 'অঞ্চল', 'আচারমূলক', 'আনুষ্ঠানিক', 'সম্পাদন']"
প্রধানমন্ত্রী ১৩ জন গুজরাটি সাংবাদিককে বাটুকভাই দীক্ষিত পুরস্কার প্রদান করলেন,PM presents the Batukbhai Dikshit award to 13 Gujarati journalists,pm presents the batukbhai dikshit award to gujarati journalists,প্রধানমন্ত্রী ১৩ জন গুজরাটি সাংবাদিককে বাটুকভাই দীক্ষিত পুরস্কার প্রদান করলেন,"['pm', 'presents', 'batukbhai', 'dikshit', 'award', 'gujarati', 'journalists']","['প্রধানমন্ত্রী', '১৩', 'জন', 'গুজরাটি', 'সাংবাদিককে', 'বাটুকভাই', 'দীক্ষিত', 'পুরস্কার', 'প্রদান', 'করলেন']","[('pm', 'NN'), ('presents', 'NN'), ('the', 'NN'), ('batukbhai', 'NN'), ('dikshit', 'VBD'), ('award', 'DT'), ('to', 'NN'), ('gujarati', 'NN'), ('journalists', 'NN')]","[('প্রধানমন্ত্রী', 'NC'), ('১৩', 'RDF'), ('জন', 'CCL'), ('গুজরাটি', 'NC'), ('সাংবাদিককে', 'NC'), ('বাটুকভাই', 'NC'), ('দীক্ষিত', 'JJ'), ('পুরস্কার', 'NC'), ('প্রদান', 'NC'), ('করলেন', 'VM')]","[('pm', 'NN'), ('presents', 'NNS'), ('batukbhai', 'VBP'), ('dikshit', 'JJ'), ('award', 'NN'), ('gujarati', 'NN'), ('journalists', 'NNS')]","[('প্রধানমন্ত্রী', 'S-PER'), ('১৩', 'O'), ('জন', 'O'), ('গুজরাটি', 'O'), ('সাংবাদিককে', 'S-PER'), ('বাটুকভাই', 'S-PER'), ('দীক্ষিত', 'O'), ('পুরস্কার', 'O'), ('প্রদান', 'O'), ('করলেন', 'O')]","['pm', 'prese', 'batukbhai', 'dikshit', 'award', 'gujarati', 'journalist']","['প্রধানমন্ত্রী', '১৩', 'জন', 'গুজরাটি', 'সাংবাদিকক', 'বাটুকভাই', 'দীক্ষিত', 'পুরস্কা', 'প্রদান', 'করলেন']"
সেটা করা হলে আমার মনে হয় যুদ্ধটি হয়তো-বা খুব অল্প সময়ের মধ্যে শেষ হয়ে যেত এবং আমাদের বিজয় নিশ্চিত হতো।,"If that was done, I think the war might have ended in a very short time and our victory would have been assured.",if that was done i think the war might have ended in a very short time and our victory would have been assured,সেটা করা হলে আমার মনে হয় যুদ্ধটি হয়তোবা খুব অল্প সময়ের মধ্যে শেষ হয়ে যেত এবং আমাদের বিজয় নিশ্চিত হতো,"['if', 'done', 'i', 'think', 'war', 'might', 'have', 'ended', 'a', 'very', 'short', 'time', 'victory', 'would', 'have', 'assured']","['সেটা', 'করা', 'হলে', 'মনে', 'হয়', 'যুদ্ধটি', 'হয়তোবা', 'খুব', 'অল্প', 'সময়ের', 'মধ্যে', 'শেষ', 'হয়ে', 'যেত', 'বিজয়', 'নিশ্চিত', 'হতো']","[('if', 'NN'), ('that', 'NN'), ('was', 'MD'), ('done', 'VB'), ('i', 'JJ'), ('think', 'NN'), ('the', 'NN'), ('war', 'MD'), ('might', 'VB'), ('have', 'JJ'), ('ended', 'NN'), ('in', 'NNS'), ('a', 'DT'), ('very', 'NN'), ('short', 'NNS'), ('time', 'VBP'), ('and', 'DT'), ('our', 'NN'), ('victory', 'NN'), ('would', 'NN'), ('have', 'MD'), ('been', 'VB'), ('assured', 'DT')]","[('সেটা', 'PPR'), ('করা', 'NV'), ('হলে', 'LC'), ('আমার', 'PPR'), ('মনে', 'NC'), ('হয়', 'NC'), ('যুদ্ধটি', 'NC'), ('হয়তোবা', 'CCD'), ('খুব', 'JQ'), ('অল্প', 'JJ'), ('সময়ের', 'NC'), ('মধ্যে', 'NST'), ('শেষ', 'NST'), ('হয়ে', 'VM'), ('যেত', 'VAUX'), ('এবং', 'CCD'), ('আমাদের', 'PPR'), ('বিজয়', 'NC'), ('নিশ্চিত', 'JJ'), ('হতো', 'VM')]","[('if', 'IN'), ('done', 'VBN'), ('i', 'NN'), ('think', 'VBP'), ('war', 'NN'), ('might', 'MD'), ('have', 'VB'), ('ended', 'VBN'), ('a', 'DT'), ('very', 'RB'), ('short', 'JJ'), ('time', 'NN'), ('victory', 'NN'), ('would', 'MD'), ('have', 'VB'), ('assured', 'VBN')]","[('সেটা', 'O'), ('করা', 'O'), ('হলে', 'O'), ('আমার', 'S-PER'), ('মনে', 'O'), ('হয়', 'O'), ('যুদ্ধটি', 'O'), ('হয়তোবা', 'O'), ('খুব', 'O'), ('অল্প', 'O'), ('সময়ের', 'O'), ('মধ্যে', 'O'), ('শেষ', 'O'), ('হয়ে', 'O'), ('যেত', 'O'), ('এবং', 'O'), ('আমাদের', 'S-PER'), ('বিজয়', 'O'), ('নিশ্চিত', 'O'), ('হতো', 'O')]","['if', 'done', 'i', 'think', 'war', 'might', 'have', 'end', 'a', 'very', 'short', 'time', 'victory', 'would', 'have', 'assur']","['সেটা', 'ক', 'হল', 'মন', 'হয়', 'যুদ্ধটি', 'হয়তোবা', 'খুব', 'অল্প', 'সময়', 'মধ্য', 'শেষ', 'হয়', 'যেত', 'বিজয়', 'নিশ্চিত', 'হতো']"
"এখন, প্রাণী জিনোমে আপনার এটি রয়েছে।","Now, in the animal genome you have this.",now in the animal genome you have this,এখন প্রাণী জিনোমে আপনার এটি রয়েছে,"['now', 'animal', 'genome', 'have']","['প্রাণী', 'জিনোমে', 'রয়েছে']","[('now', 'NN'), ('in', 'NNS'), ('the', 'VBP'), ('animal', 'DT'), ('genome', 'JJ'), ('you', 'NN'), ('have', 'JJ'), ('this', 'NN')]","[('এখন', 'ALC'), ('প্রাণী', 'NC'), ('জিনোমে', 'NC'), ('আপনার', 'PPR'), ('এটি', 'PPR'), ('রয়েছে', 'VM')]","[('now', 'RB'), ('animal', 'JJ'), ('genome', 'NNS'), ('have', 'VBP')]","[('এখন', 'O'), ('প্রাণী', 'O'), ('জিনোমে', 'O'), ('আপনার', 'S-PER'), ('এটি', 'O'), ('রয়েছে', 'O')]","['now', 'animal', 'genome', 'have']","['প্রাণী', 'জিনোম', 'রয়']"
"এর প্রতিক্রিয়ায় সোমবার এক টুইট বার্তায় ট্রাম্প বলেন, ‘উত্তর কোরিয়া বলেছে, যুক্তরাষ্ট্রের অংশবিশেষে আঘাত হানতে সক্ষম পরমাণু অস্ত্রবাহী ক্ষেপণাস্ত্র তৈরির শেষ পর্যায়ে রয়েছে দেশটি।
","In a tweet, Trump said, “North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the United States.
",in a tweet trump said north korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the united states,এর প্রতিক্রিয়ায় সোমবার এক টুইট বার্তায় ট্রাম্প বলেন উত্তর কোরিয়া বলেছে যুক্তরাষ্ট্রের অংশবিশেষে আঘাত হানতে সক্ষম পরমাণু অস্ত্রবাহী ক্ষেপণাস্ত্র তৈরির শেষ পর্যায়ে রয়েছে দেশটি,"['a', 'tweet', 'trump', 'said', 'north', 'korea', 'just', 'stated', 'final', 'stages', 'developing', 'a', 'nuclear', 'weapon', 'capable', 'reaching', 'parts', 'united', 'states']","['প্রতিক্রিয়ায়', 'সোমবার', 'টুইট', 'বার্তায়', 'ট্রাম্প', 'বলেন', 'উত্তর', 'কোরিয়া', 'বলেছে', 'যুক্তরাষ্ট্রের', 'অংশবিশেষে', 'আঘাত', 'হানতে', 'সক্ষম', 'পরমাণু', 'অস্ত্রবাহী', 'ক্ষেপণাস্ত্র', 'তৈরির', 'শেষ', 'পর্যায়ে', 'রয়েছে', 'দেশটি']","[('in', 'IN'), ('a', 'DT'), ('tweet', 'NN'), ('trump', 'NN'), ('said', 'VBZ'), ('north', 'JJ'), ('korea', 'NN'), ('just', 'NN'), ('stated', 'VBZ'), ('that', 'JJ'), ('it', 'NNS'), ('is', 'VBP'), ('in', 'JJ'), ('the', 'NN'), ('final', 'NN'), ('stages', 'NNS'), ('of', 'MD'), ('developing', 'VB'), ('a', 'DT'), ('nuclear', 'JJ'), ('weapon', 'NN'), ('capable', 'NN'), ('of', 'IN'), ('reaching', 'NN'), ('parts', 'NN'), ('of', 'IN'), ('the', 'NN'), ('united', 'NN'), ('states', 'NNS')]","[('এর', 'PPR'), ('প্রতিক্রিয়ায়', 'NC'), ('সোমবার', 'NC'), ('এক', 'JQ'), ('টুইট', 'NC'), ('বার্তায়', 'NC'), ('ট্রাম্প', 'NC'), ('বলেন', 'VM'), ('উত্তর', 'NP'), ('কোরিয়া', 'NP'), ('বলেছে', 'VM'), ('যুক্তরাষ্ট্রের', 'NC'), ('অংশবিশেষে', 'NC'), ('আঘাত', 'NC'), ('হানতে', 'VM'), ('সক্ষম', 'JJ'), ('পরমাণু', 'NC'), ('অস্ত্রবাহী', 'JJ'), ('ক্ষেপণাস্ত্র', 'NC'), ('তৈরির', 'NC'), ('শেষ', 'NST'), ('পর্যায়ে', 'NC'), ('রয়েছে', 'VM'), ('দেশটি', 'NC')]","[('a', 'DT'), ('tweet', 'NN'), ('trump', 'NN'), ('said', 'VBD'), ('north', 'JJ'), ('korea', 'NN'), ('just', 'RB'), ('stated', 'VBN'), ('final', 'JJ'), ('stages', 'NNS'), ('developing', 'VBG'), ('a', 'DT'), ('nuclear', 'JJ'), ('weapon', 'NN'), ('capable', 'JJ'), ('reaching', 'NN'), ('parts', 'NNS'), ('united', 'VBD'), ('states', 'NNS')]","[('এর', 'O'), ('প্রতিক্রিয়ায়', 'O'), ('সোমবার', 'O'), ('এক', 'O'), ('টুইট', 'O'), ('বার্তায়', 'O'), ('ট্রাম্প', 'S-PER'), ('বলেন', 'O'), ('উত্তর', 'B-LOC'), ('কোরিয়া', 'E-LOC'), ('বলেছে', 'O'), ('যুক্তরাষ্ট্রের', 'S-LOC'), ('অংশবিশেষে', 'O'), ('আঘাত', 'O'), ('হানতে', 'O'), ('সক্ষম', 'O'), ('পরমাণু', 'O'), ('অস্ত্রবাহী', 'O'), ('ক্ষেপণাস্ত্র', 'O'), ('তৈরির', 'O'), ('শেষ', 'O'), ('পর্যায়ে', 'O'), ('রয়েছে', 'O'), ('দেশটি', 'O')]","['a', 'tweet', 'trump', 'said', 'north', 'korea', 'just', 'stat', 'final', 'stage', 'develop', 'a', 'nuclear', 'weapon', 'capable', 'reach', 'part', 'unit', 'state']","['প্রতিক্রিয়ায়', 'সোমবা', 'টুইট', 'বার্তায়', 'ট্রাম্প', 'বলেন', 'উত্ত', 'কোরিয়া', 'বল', 'যুক্তরাষ্ট্', 'অংশবিশেষ', 'আঘাত', 'হানত', 'সক্ষম', 'পরমাণু', 'অস্ত্রবাহী', 'ক্ষেপণাস্ত্', 'তৈরি', 'শেষ', 'পর্যায়', 'রয়', 'দেশটি']"
"’ বিএনপির মহাসচিব বলেন, কিছুদিন আগে পানামা পেপারসে অত্যন্ত প্রতাপশালী ব্যক্তিদের নাম উঠেছে।
","The BNP secretary general said the names of some very influential peoples appeared in the Panama Papers recently.
",the bnp secretary general said the names of some very influential peoples appeared in the panama papers recently,বিএনপির মহাসচিব বলেন কিছুদিন আগে পানামা পেপারসে অত্যন্ত প্রতাপশালী ব্যক্তিদের নাম উঠেছে,"['bnp', 'secretary', 'general', 'said', 'names', 'some', 'very', 'influential', 'peoples', 'appeared', 'panama', 'papers', 'recently']","['বিএনপির', 'মহাসচিব', 'বলেন', 'কিছুদিন', 'পানামা', 'পেপারসে', 'অত্যন্ত', 'প্রতাপশালী', 'ব্যক্তিদের', 'নাম', 'উঠেছে']","[('the', 'NN'), ('bnp', 'NN'), ('secretary', 'VBZ'), ('general', 'JJ'), ('said', 'NNS'), ('the', 'VBP'), ('names', 'JJ'), ('of', 'NN'), ('some', 'VBZ'), ('very', 'JJ'), ('influential', 'NNS'), ('peoples', 'VBP'), ('appeared', 'DT'), ('in', 'JJ'), ('the', 'NN'), ('panama', 'NN'), ('papers', 'NN'), ('recently', 'NN')]","[('বিএনপির', 'NC'), ('মহাসচিব', 'NC'), ('বলেন', 'VM'), ('কিছুদিন', 'ALC'), ('আগে', 'NST'), ('পানামা', 'NC'), ('পেপারসে', 'NC'), ('অত্যন্ত', 'JQ'), ('প্রতাপশালী', 'JJ'), ('ব্যক্তিদের', 'NC'), ('নাম', 'NC'), ('উঠেছে', 'VM')]","[('bnp', 'NN'), ('secretary', 'NN'), ('general', 'NN'), ('said', 'VBD'), ('names', 'RB'), ('some', 'DT'), ('very', 'RB'), ('influential', 'JJ'), ('peoples', 'NNS'), ('appeared', 'VBD'), ('panama', 'NN'), ('papers', 'NNS'), ('recently', 'RB')]","[('বিএনপির', 'S-ORG'), ('মহাসচিব', 'S-PER'), ('বলেন', 'O'), ('কিছুদিন', 'O'), ('আগে', 'O'), ('পানামা', 'O'), ('পেপারসে', 'O'), ('অত্যন্ত', 'O'), ('প্রতাপশালী', 'O'), ('ব্যক্তিদের', 'S-PER'), ('নাম', 'O'), ('উঠেছে', 'O')]","['bnp', 'secretary', 'general', 'said', 'name', 'some', 'very', 'influential', 'people', 'appear', 'panama', 'pap', 'rece']","['বিএনপি', 'মহাসচিব', 'বলেন', 'কিছুদিন', 'পানামা', 'পেপারস', 'অত্যন্ত', 'প্রতাপশালী', 'ব্যক্তিদ', 'নাম', 'উঠ']"
"আমরা এই ট্রাইব্যুনাল ও প্রসিকিউশন টিম গঠন করেছি।
","We have formed the tribunal and the prosecution team.
",we have formed the tribunal and the prosecution team,আমরা এই ট্রাইব্যুনাল ও প্রসিকিউশন টিম গঠন করেছি,"['have', 'formed', 'tribunal', 'prosecution', 'team']","['ট্রাইব্যুনাল', 'প্রসিকিউশন', 'টিম', 'গঠন', 'করেছি']","[('we', 'RB'), ('have', 'JJ'), ('formed', 'NN'), ('the', 'NN'), ('tribunal', 'VBD'), ('and', 'DT'), ('the', 'NN'), ('prosecution', 'NN'), ('team', 'NN')]","[('আমরা', 'PPR'), ('এই', 'DAB'), ('ট্রাইব্যুনাল', 'NC'), ('ও', 'CCD'), ('প্রসিকিউশন', 'NC'), ('টিম', 'NC'), ('গঠন', 'NC'), ('করেছি', 'VM')]","[('have', 'VB'), ('formed', 'VBN'), ('tribunal', 'JJ'), ('prosecution', 'NN'), ('team', 'NN')]","[('আমরা', 'S-PER'), ('এই', 'O'), ('ট্রাইব্যুনাল', 'O'), ('ও', 'O'), ('প্রসিকিউশন', 'O'), ('টিম', 'O'), ('গঠন', 'O'), ('করেছি', 'O')]","['have', 'form', 'tribunal', 'prosecution', 'team']","['ট্রাইব্যুনাল', 'প্রসিকিউশন', 'টিম', 'গঠন', 'ক']"
